index,time(s),furnanceT(K),sampleT(K),Q(mW),Q_corrected(mW),Fc,Fc_err
9747,172504.2,220.654578,215.193613,-18.38063,-18.58081,0.7624191467248854,2.0938555633787104e-07
9748,172521.9,220.684054,215.223383,-18.384406,-18.572577,0.7623567847512608,2.0957300150836744e-07
9749,172539.6,220.713179,215.253214,-18.402334,-18.572403,0.7622942389748381,2.0976114190052186e-07
9750,172557.3,220.742632,215.282736,-18.424601,-18.581682,0.7622322857688476,2.099476414940682e-07
9751,172575.0,220.772147,215.31264,-18.433086,-18.577771,0.7621694747410888,2.1013686624105077e-07
9752,172592.7,220.802142,215.342352,-18.450816,-18.609054,0.7621070109058855,2.1032518876529238e-07
9753,172610.4,220.831519,215.371741,-18.459125,-18.632093,0.7620451710263669,2.1051177040432023e-07
9754,172628.1,220.860529,215.40251,-18.468943,-18.646024999999998,0.7619803685652887,2.1070744127271723e-07
9755,172645.8,220.889792,215.431822,-18.480595,-18.661202,0.7619185786421707,2.108941592471325e-07
9756,172663.5,220.919611,215.461226,-18.503048,-18.702704,0.7618565397486495,2.1108177034045994e-07
9757,172681.2,220.948931,215.490977,-18.514872,-18.728465,0.7617937125351252,2.1127190780179106e-07
9758,172698.9,220.977923,215.520823,-18.53691,-18.755792,0.761730627817009,2.1146297141116932e-07
9759,172716.6,221.006953,215.551039,-18.562268,-18.770722,0.761666702901132,2.1165672758893805e-07
9760,172734.3,221.036833,215.580618,-18.589222,-18.775461,0.7616040688669464,2.1184671661345078e-07
9761,172752.0,221.066733,215.610236,-18.618135,-18.790609999999997,0.7615412958948962,2.1203727140761686e-07
9762,172769.7,221.095858,215.640063,-18.619926,-18.778835,0.7614780228793177,2.122294901485411e-07
9763,172787.4,221.124888,215.669951,-18.605411,-18.760184,0.7614145629051691,2.124224246502493e-07
9764,172805.1,221.154265,215.699126,-18.598983,-18.749817,0.7613525611519132,2.1261106802894503e-07
9765,172822.8,221.184183,215.729494,-18.604089,-18.778281,0.76128796556655,2.1280775325260848e-07
9766,172840.5,221.213988,215.758543,-18.62693,-18.811714000000002,0.7612261196774294,2.129962092811688e-07
9767,172858.2,221.242842,215.78858,-18.636175,-18.819964000000002,0.761162112699794,2.1319139859032887e-07
9768,172875.9,221.271601,215.818098,-18.652117,-18.835893000000002,0.7610991545131057,2.133835355078162e-07
9769,172893.6,221.301405,215.848078,-18.669999,-18.873394,0.7610351528362447,2.13579006258513e-07
9770,172911.3,221.330649,215.878561,-18.678631,-18.897126999999998,0.7609700172122827,2.1377809511502477e-07
9771,172929.0,221.360796,215.908038,-18.699085,-18.930129,0.7609069734289414,2.1397093780128884e-07
9772,172946.7,221.389845,215.937903,-18.700281,-18.947011,0.7608430417925143,2.141666448074453e-07
9773,172964.4,221.419398,215.967303,-18.697376,-18.950958,0.7607800484382348,2.1435962749283277e-07
9774,172982.1,221.448485,215.996645,-18.705269,-18.959028,0.7607171227408418,2.1455254767266396e-07
9775,172999.8,221.478308,216.026934,-18.725091,-18.986877999999997,0.7606521067178545,2.1475202865994802e-07
9776,173017.5,221.507876,216.056776,-18.741594,-19.025143,0.7605879910505221,2.149488996239235e-07
9777,173035.2,221.537314,216.08705,-18.752777,-19.037678999999997,0.7605228871461874,2.1514895964802605e-07
9778,173052.9,221.567,216.116488,-18.768511,-19.045349,0.7604595229215239,2.153438232177507e-07
9779,173070.6,221.596667,216.145735,-18.779148,-19.035759,0.7603965129636283,2.155377423207483e-07
9780,173088.3,221.62554,216.176215,-18.792869,-19.030825,0.7603307862172156,2.1574017911030197e-07
9781,173106.0,221.654589,216.205809,-18.813297,-19.036327999999997,0.7602669109435156,2.1593706495126597e-07
9782,173123.7,221.683718,216.235384,-18.826858,-19.068702000000002,0.7602030184200894,2.1613415418508808e-07
9783,173141.4,221.713675,216.265559,-18.834507,-19.081433999999998,0.7601377695573028,2.1633558167089006e-07
9784,173159.1,221.743689,216.295519,-18.846282,-19.094367,0.7600729254155163,2.16535916031102e-07
9785,173176.8,221.773009,216.324553,-18.845546,-19.083416,0.760010028154994,2.1673038180791693e-07
9786,173194.5,221.801901,216.354761,-18.839463,-19.061825,0.759944527638977,2.1693305074510505e-07
9787,173212.2,221.831221,216.38505,-18.830045,-19.03749,0.7598787899677094,2.1713661213507152e-07
9788,173229.9,221.860831,216.414759,-18.826143,-19.019457,0.7598142511503572,2.1733661609291133e-07
9789,173247.6,221.890189,216.444373,-18.837735,-19.022016999999998,0.7597498595235501,2.175363167378208e-07
