index,time(s),furnanceT(K),sampleT(K),Q(mW),Q_corrected(mW),Fc,Fc_err
10459,176740.2,227.664156,222.291289,-23.67092,-24.118928999999998,0.7084412597453328,3.034728249806662e-07
10460,176757.1,227.6911,222.317995,-23.656716,-24.10895,0.7083601750667586,3.0376666926290596e-07
10461,176774.0,227.717562,222.345991,-23.64283,-24.098515,0.7082750893686629,3.0407524320708035e-07
10462,176790.9,227.743754,222.37382,-23.632241,-24.084804000000002,0.7081904255255982,3.043825216320073e-07
10463,176807.8,227.770331,222.401411,-23.625343,-24.075363,0.7081064012541852,3.046877096180012e-07
10464,176824.7,227.797648,222.428404,-23.62389,-24.074847,0.7080241165452448,3.049868023130564e-07
10465,176841.6,227.823237,222.456057,-23.634774,-24.091308,0.7079397361182456,3.0529374200893855e-07
10466,176858.5,227.849951,222.483107,-23.606253,-24.079957999999998,0.7078571134935344,3.0559451230649515e-07
10467,176875.4,227.87649,222.510218,-23.565172,-24.037881,0.707774222843569,3.058964821445187e-07
10468,176892.3,227.902178,222.538161,-23.534294,-23.997695999999998,0.7076887026416153,3.0620826613203533e-07
10469,176909.2,227.928545,222.565443,-23.51621,-23.960452,0.7076051213168827,3.0651321197838755e-07
10470,176926.1,227.954039,222.592631,-23.507413,-23.920904,0.7075217451333877,3.068176362419628e-07
10471,176943.0,227.979513,222.619391,-23.501536,-23.884667,0.7074396005854783,3.0711778509218135e-07
10472,176959.9,228.004912,222.646559,-23.510905,-23.881067,0.7073561213723144,3.0742303636088764e-07
10473,176976.8,228.02973,222.673628,-23.526077,-23.889068,0.7072728638073739,3.0772770320819376e-07
10474,176993.7,228.054198,222.701147,-23.544699,-23.896849000000003,0.7071881375411464,3.0803797690381884e-07
10475,177010.6,228.07878,222.728625,-23.555401,-23.900768,0.7071034522383458,3.0834833447679344e-07
10476,177027.5,228.104391,222.755152,-23.575618,-23.912077999999998,0.7070216168785227,3.0864846961575765e-07
10477,177044.4,228.128649,222.781722,-23.589264,-23.944243,0.7069395689858582,3.089496035113548e-07
