index,time(s),furnanceT(K),sampleT(K),Q(mW),Q_corrected(mW),Fc
6324,111917.1,119.667288,114.685461,-2.369353,-1.7361669999999998,
6325,111934.8,119.696143,114.712241,-2.371978,-1.7351899999999998,
6326,111952.5,119.72518,114.739066,-2.372187,-1.7335219999999998,
6327,111970.2,119.754141,114.765784,-2.369842,-1.7301269999999997,
6328,111987.9,119.78298,114.793509,-2.368003,-1.7279969999999998,
6329,112005.6,119.812125,114.819739,-2.368453,-1.732199,
6330,112023.3,119.840826,114.847617,-2.374363,-1.7445109999999997,
6331,112041.0,119.86991,114.874442,-2.379247,-1.748425,
6332,112058.7,119.899146,114.901709,-2.38189,-1.7436289999999999,
6333,112076.4,119.927573,114.928702,-2.382495,-1.739153,
6334,112094.1,119.956824,114.955634,-2.38301,-1.736871,
6335,112111.8,119.986441,114.982901,-2.380298,-1.7341729999999997,
6336,112129.5,120.015799,115.010169,-2.379338,-1.7337320000000003,
6337,112147.2,120.04505,115.037543,-2.379957,-1.737305,
6338,112164.9,120.074103,115.064459,-2.382533,-1.745197,
6339,112182.6,120.103354,115.091742,-2.384792,-1.747536,
6340,112200.3,120.132666,115.119009,-2.38739,-1.744851,
6341,112218.0,120.162161,115.146079,-2.389381,-1.740444,
6342,112235.7,120.191748,115.173239,-2.390511,-1.738555,
6343,112253.4,120.220816,115.199942,-2.391997,-1.740332,
6344,112271.1,120.250082,115.227728,-2.394075,-1.743528,
6345,112288.8,120.28028,115.254797,-2.396163,-1.7479689999999999,
6346,112306.5,120.309348,115.282217,-2.397666,-1.754088,
6347,112324.2,120.338629,115.309363,-2.398774,-1.755715,
6348,112341.9,120.368475,115.33634,-2.402249,-1.7565419999999998,
6349,112359.6,120.398352,115.363699,-2.405607,-1.7579509999999998,
6350,112377.3,120.428275,115.391379,-2.408181,-1.758657,
6351,112395.0,120.4578,115.418051,-2.408625,-1.7578979999999997,
6352,112412.7,120.487585,115.445029,-2.407549,-1.7549359999999998,
6353,112430.4,120.517722,115.472693,-2.404756,-1.749672,
6354,112448.1,120.54743,115.499747,-2.403081,-1.7499209999999998,
6355,112465.8,120.577582,115.527365,-2.403382,-1.745978,
6356,112483.5,120.607672,115.554648,-2.409119,-1.748348,
6357,112501.2,120.637213,115.582419,-2.413431,-1.7526380000000001,
6358,112518.9,120.667349,115.609488,-2.416836,-1.7565439999999999,
6359,112536.6,120.697669,115.637427,-2.417119,-1.758334,
6360,112554.3,120.727774,115.664374,-2.419329,-1.7670469999999998,
6361,112572.0,120.757437,115.692023,-2.415663,-1.7684419999999998,
6362,112589.7,120.787695,115.719321,-2.414424,-1.7676349999999998,
6363,112607.4,120.816717,115.746848,-2.415669,-1.7614729999999998,
6364,112625.1,120.847372,115.773886,-2.417628,-1.7582840000000002,
6365,112642.8,120.877234,115.801321,-2.422883,-1.761133,
6366,112660.5,120.906943,115.828558,-2.425892,-1.7641780000000002,
6367,112678.2,120.936545,115.855688,-2.427678,-1.766171,
6368,112695.9,120.96694,115.883658,-2.427997,-1.7689849999999998,
6369,112713.6,120.996649,115.910864,-2.427723,-1.773399,
6370,112731.3,121.026419,115.938925,-2.425944,-1.77246,
6371,112749.0,121.055869,115.966437,-2.426471,-1.7674089999999998,
6372,112766.7,121.086066,115.993079,-2.427985,-1.762782,
6373,112784.4,121.115881,116.021109,-2.431234,-1.7633809999999999,
6374,112802.1,121.1453,116.04856,-2.432436,-1.7652070000000002,
6375,112819.8,121.174673,116.076636,-2.434699,-1.769409,
6376,112837.5,121.204367,116.103613,-2.43693,-1.7764239999999998,
6377,112855.2,121.234213,116.131522,-2.439036,-1.7825000000000002,
6378,112872.9,121.263769,116.159369,-2.439872,-1.783947,
6379,112890.6,121.29325,116.186438,-2.444927,-1.7877399999999999,
6380,112908.3,121.323416,116.21424,-2.449364,-1.789272,
6381,112926.0,121.353369,116.241705,-2.452336,-1.7891119999999998,
6382,112943.7,121.382788,116.268988,-2.453714,-1.789044,
6383,112961.4,121.412665,116.297186,-2.453975,-1.7887309999999998,
6384,112979.1,121.442603,116.32482,-2.449409,-1.785508,
6385,112996.8,121.472266,116.352499,-2.446141,-1.7784779999999998,
6386,113014.5,121.501898,116.380408,-2.446736,-1.776364,
6387,113032.2,121.531271,116.407217,-2.451461,-1.780742,
6388,113049.9,121.560828,116.435232,-2.455975,-1.78754,
6389,113067.6,121.590277,116.46311,-2.459421,-1.794107,
6390,113085.3,121.620138,116.4905,-2.461923,-1.8034880000000002,
6391,113103.0,121.649603,116.518957,-2.463654,-1.80914,
6392,113120.7,121.678946,116.546332,-2.465956,-1.8086039999999999,
6393,113138.4,121.708853,116.573859,-2.462813,-1.7982280000000002,
6394,113156.1,121.737891,116.601431,-2.461233,-1.79141,
6395,113173.8,121.767554,116.629416,-2.461882,-1.7905380000000002,
6396,113191.5,121.796317,116.65708,-2.467799,-1.796644,
6397,113209.2,121.825659,116.684576,-2.472935,-1.801751,
6398,113226.9,121.854865,116.712378,-2.475296,-1.8062430000000003,
6399,113244.6,121.88378,116.739966,-2.476572,-1.815485,
6400,113262.3,121.912741,116.767905,-2.477249,-1.818844,
6401,113280.0,121.94158,116.795645,-2.477988,-1.815832,
6402,113297.7,121.970725,116.823218,-2.473642,-1.804227,
6403,113315.4,121.99903,116.851446,-2.472487,-1.799137,
6404,113333.1,122.02793,116.879233,-2.47453,-1.79941,
6405,113350.8,122.056525,116.906531,-2.480007,-1.8060720000000001,
6406,113368.5,122.085272,116.935034,-2.484069,-1.8104,
6407,113386.2,122.11434,116.962317,-2.485634,-1.814114,
6408,113403.9,122.143225,116.990073,-2.487417,-1.8225480000000003,
6409,113421.6,122.17214,117.0176,-2.489272,-1.8273970000000002,
6410,113439.3,122.201361,117.045447,-2.488113,-1.8205339999999999,
6411,113457.0,122.230231,117.073645,-2.485902,-1.8133629999999998,
6412,113474.7,122.25997,117.101355,-2.48591,-1.811267,
6413,113492.4,122.289069,117.129691,-2.487041,-1.812268,
6414,113510.1,122.318381,117.157461,-2.492331,-1.8180930000000002,
6415,113527.8,122.347281,117.185339,-2.496721,-1.8251119999999998,
6416,113545.5,122.376227,117.213354,-2.499165,-1.833815,
6417,113563.2,122.40528,117.240912,-2.500454,-1.837543,
6418,113580.9,122.434836,117.26879,-2.501984,-1.8376100000000002,
6419,113598.6,122.463904,117.296179,-2.500675,-1.831865,
