index,time(s),furnanceT(K),sampleT(K),Q(mW),Q_corrected(mW),Fc,Fc_err
6210,109899.3,116.302924,112.48168,-6.318464,-4.93948,,
6211,109917.0,116.332266,112.501715,-6.326416,-4.954494,,
6212,109934.7,116.361517,112.522925,-6.334008,-4.963585,,
6213,109952.4,116.391409,112.543097,-6.352637,-4.980646,,
6214,109970.1,116.419775,112.564246,-6.375491,-5.002852000000001,,
6215,109987.8,116.44953,112.585181,-6.398043,-5.023217000000001,,
6216,110005.5,116.478567,112.605734,-6.414195,-5.036866,,
6217,110023.2,116.507391,112.627066,-6.437022,-5.05812,,
6218,110040.9,116.536704,112.648245,-6.450084,-5.076073,,
6219,110058.6,116.565512,112.668509,-6.465931,-5.085733,,
6220,110076.3,116.594611,112.689139,-6.476265,-5.0951189999999995,,
6221,110094.0,116.623434,112.710196,-6.486882,-5.107239999999999,,
6222,110111.7,116.653052,112.731268,-6.502069,-5.121472,,
6223,110129.4,116.68186,112.752844,-6.5279,-5.143279,,
6224,110147.1,116.711401,112.774268,-6.543974,-5.161162000000001,,
6225,110164.8,116.740439,112.795019,-6.563124,-5.1808950000000005,,
6226,110182.5,116.769507,112.816122,-6.576765,-5.193282,,
6227,110200.2,116.79917,112.837225,-6.594669,-5.217607999999999,,
6228,110217.9,116.82775,112.85845,-6.606164,-5.232443999999999,,
6229,110235.6,116.856787,112.879813,-6.613384,-5.243625,,
6230,110253.3,116.886557,112.9009,-6.630057,-5.255663,,
6231,110271.0,116.915671,112.922034,-6.643068,-5.260662,,
6232,110288.7,116.945181,112.943671,-6.66001,-5.277571,,
6233,110306.4,116.97428,112.965964,-6.681787,-5.296247,,
6234,110324.1,117.003928,112.987372,-6.703599,-5.318340999999999,,
6235,110341.8,117.033667,113.008658,-6.716585,-5.3346670000000005,,
6236,110359.5,117.062933,113.030478,-6.73228,-5.355849,,
6237,110377.2,117.092535,113.052603,-6.740653,-5.3657319999999995,,
6238,110394.9,117.122137,113.074088,-6.754226,-5.383255,,
6239,110412.6,117.151816,113.095602,-6.762319,-5.386101999999999,,
6240,110430.3,117.182196,113.117148,-6.777707,-5.398707,,
6241,110448.0,117.211661,113.139533,-6.792137,-5.409737,,
6242,110465.7,117.241766,113.160803,-6.812089,-5.429044,,
6243,110483.4,117.271857,113.183081,-6.832595,-5.454729,,
6244,110501.1,117.3021,113.204932,-6.846428,-5.469451,,
6245,110518.8,117.331396,113.227454,-6.867518,-5.487443,,
6246,110536.5,117.361853,113.248938,-6.877106,-5.506795,,
6247,110554.2,117.391608,113.270789,-6.889104,-5.520598,,
6248,110571.9,117.422125,113.293616,-6.896798,-5.525813,,
6249,110589.6,117.451971,113.315924,-6.906337,-5.52921,,
6250,110607.3,117.482291,113.338156,-6.925898,-5.544757000000001,,
6251,110625.0,117.512183,113.360251,-6.948798,-5.568844,,
6252,110642.7,117.541892,113.382742,-6.962869,-5.588389,,
6253,110660.4,117.571906,113.404852,-6.977562,-5.6,,
6254,110678.1,117.601935,113.427573,-6.997075,-5.625895,,
6255,110695.8,117.632223,113.449881,-6.999612,-5.6338989999999995,,
6256,110713.5,117.661856,113.472174,-7.013676,-5.648237,,
6257,110731.2,117.691885,113.494452,-7.021368,-5.649482,,
6258,110748.9,117.721411,113.517584,-7.046603,-5.672549,,
6259,110766.6,117.751563,113.540228,-7.06761,-5.693836,,
6260,110784.3,117.781317,113.562994,-7.083451,-5.706892,,
6261,110802.0,117.811209,113.585455,-7.095968,-5.722734,,
6262,110819.7,117.840659,113.60874,-7.107833,-5.734571000000001,,
6263,110837.4,117.870749,113.630408,-7.118564,-5.755947,,
6264,110855.1,117.900275,113.65412,-7.124342,-5.764430000000001,,
6265,110872.8,117.930777,113.67594,-7.142027,-5.7775099999999995,,
6266,110890.5,117.960074,113.699347,-7.1569,-5.785951000000001,,
6267,110908.2,117.989981,113.722205,-7.168768,-5.793827,,
6268,110925.9,118.019125,113.745459,-7.18364,-5.804696,,
6269,110943.6,118.049109,113.767798,-7.20703,-5.822886,,
6270,110961.3,118.078253,113.791556,-7.226103,-5.853192,,
6271,110979.0,118.108328,113.814459,-7.244911,-5.8701430000000006,,
6272,110996.7,118.137427,113.83689,-7.258594,-5.891405000000001,,
6273,111014.4,118.167197,113.860617,-7.269483,-5.904394,,
6274,111032.1,118.196371,113.883032,-7.275597,-5.904693,,
6275,111049.8,118.225897,113.906393,-7.284986,-5.914966,,
6276,111067.5,118.255804,113.929785,-7.297698,-5.927033999999999,,
6277,111085.2,118.285712,113.953162,-7.316452,-5.943326,,
6278,111102.9,118.314795,113.976492,-7.337924,-5.966899,,
6279,111120.6,118.344458,113.999884,-7.352434,-5.981978,,
6280,111138.3,118.37319,114.022421,-7.369099,-6.004993000000001,,
6281,111156.0,118.402975,114.046606,-7.379027,-6.012759,,
6282,111173.7,118.432211,114.070029,-7.391408,-6.027842,,
6283,111191.4,118.461768,114.092673,-7.396879,-6.02599,,
6284,111209.1,118.490942,114.116476,-7.405911,-6.026793,,
